2025-05-27 18:38:10,129 - INFO - experiments.py:190 - run_sbm_experiment() - Running experiment with SBM data.
2025-05-27 18:38:10,201 - INFO - experiments.py:226 - run_sbm_experiment() - All sub-processes started for sbm experiments.
2025-05-27 18:38:15,848 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.003)...
2025-05-27 18:38:15,850 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.003) graph from sbm...
2025-05-27 18:38:15,864 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.009000000000000001)...
2025-05-27 18:38:15,865 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.009000000000000001) graph from sbm...
2025-05-27 18:38:15,981 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.006)...
2025-05-27 18:38:15,982 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.006) graph from sbm...
2025-05-27 18:38:16,002 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.005)...
2025-05-27 18:38:16,002 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.005) graph from sbm...
2025-05-27 18:38:16,006 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.01)...
2025-05-27 18:38:16,006 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.01) graph from sbm...
2025-05-27 18:38:16,061 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.007)...
2025-05-27 18:38:16,062 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.007) graph from sbm...
2025-05-27 18:38:16,064 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.008)...
2025-05-27 18:38:16,065 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.008) graph from sbm...
2025-05-27 18:38:16,073 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.004)...
2025-05-27 18:38:16,074 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.004) graph from sbm...
2025-05-27 18:38:16,093 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.001)...
2025-05-27 18:38:16,095 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.001) graph from sbm...
2025-05-27 18:38:16,099 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.002)...
2025-05-27 18:38:16,099 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.002) graph from sbm...
2025-05-27 18:39:19,795 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.001), run number 9 with 8 eigenvectors.
2025-05-27 18:39:19,984 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 1 eigenvectors.
2025-05-27 18:39:20,004 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7
2025-05-27 18:39:20,012 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.003), run number 8
2025-05-27 18:39:20,012 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.003)...
2025-05-27 18:39:20,013 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.003) graph from sbm...
2025-05-27 18:39:20,125 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.007), run number 8
2025-05-27 18:39:20,158 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 7 with 5 eigenvectors.
2025-05-27 18:39:20,176 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 7 with 10 eigenvectors.
2025-05-27 18:39:20,186 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.002), run number 9 with 6 eigenvectors.
2025-05-27 18:39:20,211 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 6 with 10 eigenvectors.
2025-05-27 18:39:20,306 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 8 with 4 eigenvectors.
2025-05-27 18:39:20,334 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.001), run number 9 with 9 eigenvectors.
2025-05-27 18:39:20,422 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.003), run number 9
2025-05-27 18:39:20,550 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 2 eigenvectors.
2025-05-27 18:39:20,583 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 7 with 6 eigenvectors.
2025-05-27 18:39:20,655 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.01), run number 6
2025-05-27 18:39:20,656 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.01)...
2025-05-27 18:39:20,656 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.01) graph from sbm...
2025-05-27 18:39:20,720 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.006), run number 7
2025-05-27 18:39:20,720 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.006)...
2025-05-27 18:39:20,720 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.006) graph from sbm...
2025-05-27 18:39:20,888 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 8 with 5 eigenvectors.
2025-05-27 18:39:20,997 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 1 eigenvectors.
2025-05-27 18:39:21,022 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 1 eigenvectors.
2025-05-27 18:39:21,075 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.002), run number 9 with 7 eigenvectors.
2025-05-27 18:39:21,146 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.001), run number 9 with 10 eigenvectors.
2025-05-27 18:39:21,225 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.006), run number 8
2025-05-27 18:39:21,260 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 3 eigenvectors.
2025-05-27 18:39:21,289 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 1 eigenvectors.
2025-05-27 18:39:21,424 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 7 with 7 eigenvectors.
2025-05-27 18:39:21,475 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.001), run number 9
2025-05-27 18:39:21,478 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.002), run number 9 with 8 eigenvectors.
2025-05-27 18:39:21,483 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.01), run number 7
2025-05-27 18:39:21,520 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 8 with 6 eigenvectors.
2025-05-27 18:39:21,555 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 2 eigenvectors.
2025-05-27 18:39:21,728 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 2 eigenvectors.
2025-05-27 18:39:21,761 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 2 eigenvectors.
2025-05-27 18:39:22,029 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 1 eigenvectors.
2025-05-27 18:39:22,037 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 4 eigenvectors.
2025-05-27 18:39:22,060 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.002), run number 9 with 9 eigenvectors.
2025-05-27 18:39:22,129 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 8 with 7 eigenvectors.
2025-05-27 18:39:22,139 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 3 eigenvectors.
2025-05-27 18:39:22,171 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 3 eigenvectors.
2025-05-27 18:39:22,205 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 7 with 8 eigenvectors.
2025-05-27 18:39:22,516 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 1 eigenvectors.
2025-05-27 18:39:22,517 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 3 eigenvectors.
2025-05-27 18:39:22,544 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 5 eigenvectors.
2025-05-27 18:39:22,603 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 8 with 8 eigenvectors.
2025-05-27 18:39:22,611 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 4 eigenvectors.
2025-05-27 18:39:22,719 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 2 eigenvectors.
2025-05-27 18:39:22,722 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.002), run number 9 with 10 eigenvectors.
2025-05-27 18:39:22,753 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 4 eigenvectors.
2025-05-27 18:39:22,841 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 7 with 9 eigenvectors.
2025-05-27 18:39:22,966 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 2 eigenvectors.
2025-05-27 18:39:23,011 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 4 eigenvectors.
2025-05-27 18:39:23,038 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 6 eigenvectors.
2025-05-27 18:39:23,080 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 3 eigenvectors.
2025-05-27 18:39:23,115 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 5 eigenvectors.
2025-05-27 18:39:23,127 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 8 with 9 eigenvectors.
2025-05-27 18:39:23,179 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.002), run number 9
2025-05-27 18:39:23,180 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 5 eigenvectors.
2025-05-27 18:39:23,300 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 7 with 10 eigenvectors.
2025-05-27 18:39:23,495 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 3 eigenvectors.
2025-05-27 18:39:23,504 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 5 eigenvectors.
2025-05-27 18:39:23,568 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 7 eigenvectors.
2025-05-27 18:39:23,577 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 4 eigenvectors.
2025-05-27 18:39:23,690 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 6 eigenvectors.
2025-05-27 18:39:23,697 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 6 eigenvectors.
2025-05-27 18:39:23,758 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 8 with 10 eigenvectors.
2025-05-27 18:39:23,839 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 6 eigenvectors.
2025-05-27 18:39:23,839 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.008), run number 7
2025-05-27 18:39:23,840 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.008)...
2025-05-27 18:39:23,840 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.008) graph from sbm...
2025-05-27 18:39:23,902 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 8 eigenvectors.
2025-05-27 18:39:23,914 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 5 eigenvectors.
2025-05-27 18:39:24,036 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 4 eigenvectors.
2025-05-27 18:39:24,086 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.004), run number 8
2025-05-27 18:39:24,086 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.004)...
2025-05-27 18:39:24,086 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.004) graph from sbm...
2025-05-27 18:39:24,213 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 7 eigenvectors.
2025-05-27 18:39:24,219 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.008), run number 8
2025-05-27 18:39:24,221 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 7 eigenvectors.
2025-05-27 18:39:24,286 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 7 eigenvectors.
2025-05-27 18:39:24,370 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 9 eigenvectors.
2025-05-27 18:39:24,380 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 5 eigenvectors.
2025-05-27 18:39:24,381 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 6 eigenvectors.
2025-05-27 18:39:24,445 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.004), run number 9
2025-05-27 18:39:24,561 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 8 eigenvectors.
2025-05-27 18:39:24,715 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 8 eigenvectors.
2025-05-27 18:39:24,725 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 8 eigenvectors.
2025-05-27 18:39:24,799 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 8 with 1 eigenvectors.
2025-05-27 18:39:24,937 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 6 eigenvectors.
2025-05-27 18:39:24,951 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 8 with 10 eigenvectors.
2025-05-27 18:39:25,028 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 7 eigenvectors.
2025-05-27 18:39:25,082 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 9 eigenvectors.
2025-05-27 18:39:25,089 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 9 eigenvectors.
2025-05-27 18:39:25,157 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 1 eigenvectors.
2025-05-27 18:39:25,248 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.005), run number 8
2025-05-27 18:39:25,248 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.005)...
2025-05-27 18:39:25,248 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.005) graph from sbm...
2025-05-27 18:39:25,329 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 9 eigenvectors.
2025-05-27 18:39:25,395 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 7 eigenvectors.
2025-05-27 18:39:25,406 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 8 eigenvectors.
2025-05-27 18:39:25,445 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 8 with 2 eigenvectors.
2025-05-27 18:39:25,520 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 2 eigenvectors.
2025-05-27 18:39:25,571 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.003), run number 9 with 10 eigenvectors.
2025-05-27 18:39:25,609 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 8 with 10 eigenvectors.
2025-05-27 18:39:25,705 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.005), run number 9
2025-05-27 18:39:25,814 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7 with 10 eigenvectors.
2025-05-27 18:39:25,884 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 9 eigenvectors.
2025-05-27 18:39:25,894 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 8 eigenvectors.
2025-05-27 18:39:25,904 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 8 with 3 eigenvectors.
2025-05-27 18:39:25,927 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.007), run number 8
2025-05-27 18:39:25,927 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.007)...
2025-05-27 18:39:25,927 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.007) graph from sbm...
2025-05-27 18:39:25,997 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 3 eigenvectors.
2025-05-27 18:39:26,008 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.003), run number 9
2025-05-27 18:39:26,241 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.007), run number 9
2025-05-27 18:39:26,242 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 9 with 1 eigenvectors.
2025-05-27 18:39:26,244 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 8 with 10 eigenvectors.
2025-05-27 18:39:26,274 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 7
2025-05-27 18:39:26,274 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.009000000000000001)...
2025-05-27 18:39:26,275 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.009000000000000001) graph from sbm...
2025-05-27 18:39:26,338 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 8 with 4 eigenvectors.
2025-05-27 18:39:26,406 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 4 eigenvectors.
2025-05-27 18:39:26,537 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 9 eigenvectors.
2025-05-27 18:39:26,653 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 9 with 2 eigenvectors.
2025-05-27 18:39:26,673 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 8
2025-05-27 18:39:26,702 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.006), run number 8
2025-05-27 18:39:26,702 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.006)...
2025-05-27 18:39:26,703 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.006) graph from sbm...
2025-05-27 18:39:26,810 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 9 with 1 eigenvectors.
2025-05-27 18:39:26,843 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 8 with 5 eigenvectors.
2025-05-27 18:39:26,899 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 5 eigenvectors.
2025-05-27 18:39:27,005 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.006), run number 9
2025-05-27 18:39:27,060 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.01), run number 7 with 10 eigenvectors.
2025-05-27 18:39:27,142 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 9 with 3 eigenvectors.
2025-05-27 18:39:27,325 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 8 with 1 eigenvectors.
2025-05-27 18:39:27,345 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 6 eigenvectors.
2025-05-27 18:39:27,355 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 8 with 6 eigenvectors.
2025-05-27 18:39:27,477 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 9 with 2 eigenvectors.
2025-05-27 18:39:27,555 - INFO - experiments.py:177 - run() - Finished experiment: sbmCycle(10, 1000, 0.01, 0.01), run number 7
2025-05-27 18:39:27,555 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.01)...
2025-05-27 18:39:27,555 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.01) graph from sbm...
2025-05-27 18:39:27,633 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 9 with 4 eigenvectors.
2025-05-27 18:39:27,647 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 9 with 1 eigenvectors.
2025-05-27 18:39:27,708 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 7 eigenvectors.
2025-05-27 18:39:27,729 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 8 with 2 eigenvectors.
2025-05-27 18:39:27,789 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 9 with 3 eigenvectors.
2025-05-27 18:39:27,911 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 8 with 7 eigenvectors.
2025-05-27 18:39:28,009 - INFO - experiments.py:165 - run() - Starting experiment: sbmCycle(10, 1000, 0.01, 0.01), run number 8
2025-05-27 18:39:28,082 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 9 with 5 eigenvectors.
2025-05-27 18:39:28,104 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 9 with 2 eigenvectors.
2025-05-27 18:39:28,155 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 8 eigenvectors.
2025-05-27 18:39:28,229 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.009000000000000001), run number 8 with 3 eigenvectors.
2025-05-27 18:39:28,231 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 9 with 4 eigenvectors.
2025-05-27 18:39:28,250 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.008), run number 8 with 8 eigenvectors.
2025-05-27 18:39:28,377 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.005), run number 9 with 6 eigenvectors.
2025-05-27 18:39:28,418 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.006), run number 9 with 3 eigenvectors.
2025-05-27 18:39:28,562 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.004), run number 9 with 9 eigenvectors.
2025-05-27 18:39:28,643 - INFO - experiments.py:173 - run() - Finished clustering: sbmCycle(10, 1000, 0.01, 0.007), run number 9 with 5 eigenvectors.
